Name;Version;God_Class;Lazy_Class;Complex_Class;Large_Class;Refused_Request;Data_Class;Feature_Envy;Brain_Class;Hub_Like_Dependency;Class_Cyclic_Dependency;Unhealthy_Inheritance_Hierarchy;Long_Method;Long_Parameter_List;Shotgun_Surgery;Brain_Method;Unstable_Dependency;Package_Cyclic_Dependency;Total;Distinct_Count
javax.servlet.jsp.JspEngineInfo;;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1
javax.servlet.jsp.JspException;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;2
javax.servlet.jsp.JspFactory;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.servlet.jsp.JspTagException;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
javax.servlet.jsp.tagext.BodyContent;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;2
javax.servlet.jsp.SkipPageException;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
javax.servlet.jsp.tagext.BodyTagSupport;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;2;2
javax.servlet.jsp.tagext.TagSupport;;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;4;4
javax.servlet.jsp.tagext.FunctionInfo;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;3
javax.servlet.jsp.tagext.JspFragment;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;3
javax.servlet.jsp.tagext.PageData;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;2
javax.servlet.jsp.tagext.SimpleTagSupport;;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;4;4
javax.servlet.jsp.tagext.TagAdapter;;0;0;0;0;0;1;1;0;0;0;0;2;11;0;0;1;0;4;4
javax.servlet.jsp.tagext.TagAttributeInfo;;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;16;5
javax.servlet.jsp.tagext.TagData;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;4;4
javax.servlet.jsp.tagext.TagExtraInfo;;0;0;0;0;0;1;0;0;1;0;0;0;4;0;0;1;0;4;4
javax.servlet.jsp.tagext.VariableInfo;;0;0;0;0;0;1;0;0;0;0;0;3;10;0;0;1;0;6;3
javax.servlet.jsp.tagext.TagInfo;;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;17;6
javax.servlet.jsp.tagext.ValidationMessage;;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;3;3
javax.servlet.jsp.tagext.TagFileInfo;;0;0;0;0;0;1;0;0;0;0;0;3;6;0;0;1;0;4;3
javax.servlet.jsp.tagext.TagLibraryInfo;;0;0;0;0;0;1;1;0;0;0;0;0;5;0;0;1;0;12;5
javax.servlet.jsp.tagext.TagVariableInfo;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;7;3
javax.servlet.jsp.tagext.TagLibraryValidator;;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;1;0;2;2
javax.servlet.MultipartConfigElement;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;4;3
javax.servlet.ServletContextAttributeEvent;;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;3;3
javax.servlet.ServletContextEvent;;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;2
javax.servlet.ServletSecurityElement;;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;6;5
javax.servlet.ServletRequestAttributeEvent;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;2
javax.servlet.ServletRequestEvent;;0;1;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;3;3
javax.servlet.UnavailableException;;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;6;4
javax.transaction.HeuristicCommitException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.transaction.HeuristicMixedException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.transaction.HeuristicRollbackException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.transaction.InvalidTransactionException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.transaction.NotSupportedException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.transaction.RollbackException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.transaction.SystemException;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
javax.transaction.TransactionRequiredException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.transaction.TransactionRolledbackException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.websocket.ClientEndpointConfig.Configurator;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
javax.websocket.ClientEndpointConfig.Builder;;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;3;3
javax.websocket.DefaultClientEndpointConfig;;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2;2
javax.websocket.CloseReason;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;3
javax.websocket.ContainerProvider;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.websocket.DecodeException;;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;1;1
javax.websocket.DeploymentException;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;3
javax.websocket.EncodeException;;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;3
javax.websocket.Endpoint;;0;1;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;3;3
javax.websocket.SendResult;;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;5;3
javax.websocket.server.DefaultServerEndpointConfig;;0;0;0;0;0;1;1;0;0;0;0;2;3;0;0;0;0;4;4
javax.websocket.server.ServerEndpointConfig.Configurator;;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;7;4
javax.websocket.server.ServerEndpointConfig.Builder;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;4;4
javax.websocket.server.ServerEndpointConfig.Configurator.PrivilegedLoadDefault;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.websocket.SessionException;;0;1;0;0;0;0;0;0;0;0;0;45;102;13;1;0;0;1;1
org.apache.catalina.connector.Request;;1;0;1;1;0;0;1;0;1;0;1;31;55;3;0;2;0;169;11
org.apache.catalina.connector.Response;;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;2;0;96;9
org.apache.catalina.ant.AbstractCatalinaCommandTask;;0;0;0;0;0;1;0;0;0;0;0;2;4;2;0;0;0;3;3
org.apache.catalina.ant.AbstractCatalinaTask;;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;12;7
org.apache.catalina.ant.AbstractCatalinaTask.TaskAuthenticator;;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1
org.apache.catalina.util.IOTools;;0;0;0;0;0;1;0;0;0;0;0;4;6;0;0;0;0;4;2
org.apache.catalina.ant.BaseRedirectorHelperTask;;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;13;5
org.apache.catalina.ant.DeployTask;;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;4
org.apache.catalina.ant.FindLeaksTask;;0;1;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;2;2
org.apache.catalina.ant.JKStatusUpdateTask;;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;7;5
org.apache.catalina.ant.jmx.Arg;;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1
org.apache.catalina.ant.jmx.JMXAccessorCondition;;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;4;4
org.apache.catalina.ant.jmx.JMXAccessorConditionBase;;0;0;0;0;0;1;1;0;0;0;0;8;10;0;0;0;0;4;4
org.apache.catalina.ant.jmx.JMXAccessorTask;;1;0;1;1;1;0;1;0;0;0;0;2;1;0;0;0;0;23;7
org.apache.catalina.ant.jmx.JMXAccessorCreateTask;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;4;3
org.apache.catalina.ant.jmx.JMXAccessorEqualsCondition;;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;1
org.apache.catalina.ant.jmx.JMXAccessorGetTask;;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;4;3
org.apache.catalina.ant.jmx.JMXAccessorInvokeTask;;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;4;3
org.apache.catalina.ant.jmx.JMXAccessorQueryTask;;0;0;0;0;0;1;0;0;0;0;0;3;2;0;0;0;0;5;3
org.apache.catalina.ant.jmx.JMXAccessorSetTask;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;3
org.apache.catalina.ant.jmx.JMXAccessorUnregisterTask;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
org.apache.catalina.ant.JMXGetTask;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;2
org.apache.catalina.ant.JMXQueryTask;;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;2
org.apache.catalina.ant.JMXSetTask;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
org.apache.catalina.ant.ListTask;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.catalina.ant.ReloadTask;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1
org.apache.catalina.ant.ResourcesTask;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
org.apache.catalina.ant.ServerinfoTask;;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
org.apache.catalina.ant.SessionsTask;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
org.apache.catalina.ant.SslConnectorCiphersTask;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.catalina.ant.StartTask;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.catalina.ant.StopTask;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.catalina.ant.ThreaddumpTask;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.catalina.ant.UndeployTask;;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;2
org.apache.catalina.ant.ValidatorTask;;0;0;0;0;0;1;0;0;0;0;0;2;2;0;0;0;0;2;2
org.apache.catalina.Globals;;0;0;0;0;0;0;0;0;0;0;0;22;63;11;0;1;0;1;1
org.apache.tomcat.util.descriptor.DigesterFactory;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;3
org.apache.tomcat.util.digester.Digester;;1;0;1;1;0;0;1;0;0;0;0;15;19;0;1;0;0;100;7
org.apache.catalina.ant.VminfoTask;;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;1
org.apache.catalina.authenticator.AuthenticatorBase;;1;0;1;1;1;0;1;0;0;0;1;0;1;0;0;1;0;42;10
org.apache.catalina.authenticator.AuthenticatorBase.JaspicState;;0;1;0;0;0;0;0;0;0;0;0;12;12;0;0;1;0;2;2
org.apache.catalina.LifecycleException;;0;1;0;0;0;1;0;0;0;0;0;5;4;0;0;1;0;7;5
org.apache.catalina.authenticator.jaspic.MessageInfoImpl;;0;0;0;0;0;1;0;0;0;0;0;2;6;1;0;0;0;2;2
org.apache.catalina.filters.CorsFilter;;0;0;1;1;1;0;1;0;0;0;0;1;2;0;0;0;0;28;6
org.apache.catalina.filters.RemoteIpFilter;;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;13;6
org.apache.catalina.realm.GenericPrincipal;;0;0;0;1;0;1;1;0;0;0;0;4;3;0;0;0;0;12;6
org.apache.catalina.util.SessionIdGeneratorBase;;0;0;1;1;0;1;1;0;1;0;0;1;6;3;0;0;0;8;7
org.apache.catalina.util.StandardSessionIdGenerator;;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1
org.apache.catalina.valves.RemoteIpValve;;0;0;1;1;0;0;1;0;0;0;0;1;2;2;0;0;0;10;5
org.apache.catalina.valves.ValveBase;;0;0;0;0;0;1;1;0;0;0;0;1;9;1;0;0;0;12;5
org.apache.juli.logging.LogFactory;;0;0;0;0;0;1;0;0;0;0;0;5;12;0;0;0;0;5;3
org.apache.tomcat.util.ExceptionUtils;;0;0;0;0;0;1;0;0;0;0;0;3;6;0;0;0;0;6;4
org.apache.tomcat.util.descriptor.web.FilterDef;;0;0;0;0;0;1;1;0;0;0;0;12;13;0;0;0;0;13;5
org.apache.tomcat.util.descriptor.web.FilterMap;;0;0;0;0;1;1;1;0;0;0;0;2;5;0;0;0;0;20;5
org.apache.tomcat.util.descriptor.web.LoginConfig;;0;0;1;0;1;1;0;0;0;0;0;3;4;0;0;0;0;12;5
